id,name,image,detail,category_id,price,stock,status,create_time,update_time
126,Milk Cream Roll Cake,http://127.0.0.1:8080/images/126.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,60,2041,71,1,2023/1/1 9:00,2023/1/1 9:00
127,Tiramisu cup,http://127.0.0.1:8080/images/127.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,43,1550,159,1,2023/1/1 9:00,2023/1/1 9:00
128,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/128.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,71,829,325,1,2023/1/1 9:00,2023/1/1 9:00
129,Cheese Hot Dog,http://127.0.0.1:8080/images/129.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,89,1583,485,1,2023/1/1 9:00,2023/1/1 9:00
130,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/130.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",8,1986,213,1,2023/1/1 9:00,2023/1/1 9:00
131,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/131.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,10,1362,317,1,2023/1/1 9:00,2023/1/1 9:00
132,Classic Hot Dog,http://127.0.0.1:8080/images/132.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,5,1403,63,1,2023/1/1 9:00,2023/1/1 9:00
133,Basque Cheese Cake,http://127.0.0.1:8080/images/133.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,20,1473,492,1,2023/1/1 9:00,2023/1/1 9:00
134,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/134.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,10,1285,227,1,2023/1/1 9:00,2023/1/1 9:00
135,Lattes,http://127.0.0.1:8080/images/135.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,12,1060,394,1,2023/1/1 9:00,2023/1/1 9:00
136,Coffee Frappuccino,http://127.0.0.1:8080/images/136.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,81,350,315,1,2023/1/1 9:00,2023/1/1 9:00
137,Americanos,http://127.0.0.1:8080/images/137.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,6,1298,341,1,2023/1/1 9:00,2023/1/1 9:00
138,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/138.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,68,848,246,0,2023/1/1 9:00,2023/1/1 9:00
139,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/139.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",96,861,292,1,2023/1/1 9:00,2023/1/1 9:00
140,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/140.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,20,445,105,1,2023/1/1 9:00,2023/1/1 9:00
141,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/141.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,43,513,468,1,2023/1/1 9:00,2023/1/1 9:00
142,Classic Hot Dog,http://127.0.0.1:8080/images/142.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,48,587,175,1,2023/1/1 9:00,2023/1/1 9:00
143,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/143.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,36,1488,239,1,2023/1/1 9:00,2023/1/1 9:00
144,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/144.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,6,2366,213,1,2023/1/1 9:00,2023/1/1 9:00
145,Organic Green Tea,http://127.0.0.1:8080/images/145.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,10,1732,354,1,2023/1/1 9:00,2023/1/1 9:00
146,Coffee Frappuccino,http://127.0.0.1:8080/images/146.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,5,2899,370,1,2023/1/1 9:00,2023/1/1 9:00
147,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/147.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,17,459,118,1,2023/1/1 9:00,2023/1/1 9:00
148,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/148.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,42,2747,354,1,2023/1/1 9:00,2023/1/1 9:00
149,Portable External Phone Charger,http://127.0.0.1:8080/images/149.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,21,429,328,0,2023/1/1 9:00,2023/1/1 9:00
150,Chocolate Cookies,http://127.0.0.1:8080/images/150.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,45,890,271,0,2023/1/1 9:00,2023/1/1 9:00
151,Basque Cheese Cake,http://127.0.0.1:8080/images/151.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,32,2604,377,1,2023/1/1 9:00,2023/1/1 9:00
152,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/152.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,8,1114,93,1,2023/1/1 9:00,2023/1/1 9:00
153,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/153.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,4,2234,206,1,2023/1/1 9:00,2023/1/1 9:00
154,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/154.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,83,2762,227,1,2023/1/1 9:00,2023/1/1 9:00
155,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/155.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,45,1503,218,1,2023/1/1 9:00,2023/1/1 9:00
156,Classic Hot Dog,http://127.0.0.1:8080/images/156.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,93,1058,180,1,2023/1/1 9:00,2023/1/1 9:00
157,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/157.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,64,541,470,1,2023/1/1 9:00,2023/1/1 9:00
158,Portable External Phone Charger,http://127.0.0.1:8080/images/158.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,93,1894,236,1,2023/1/1 9:00,2023/1/1 9:00
159,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/159.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,76,2699,310,1,2023/1/1 9:00,2023/1/1 9:00
160,Cold Teas,http://127.0.0.1:8080/images/160.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,2,2319,202,1,2023/1/1 9:00,2023/1/1 9:00
161,Hot Teas,http://127.0.0.1:8080/images/161.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,91,2840,406,1,2023/1/1 9:00,2023/1/1 9:00
162,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/162.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,7,293,136,0,2023/1/1 9:00,2023/1/1 9:00
163,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/163.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,13,1044,332,1,2023/1/1 9:00,2023/1/1 9:00
164,Coffee Frappuccino,http://127.0.0.1:8080/images/164.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,16,655,96,1,2023/1/1 9:00,2023/1/1 9:00
165,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/165.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,89,1043,129,1,2023/1/1 9:00,2023/1/1 9:00
166,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/166.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,27,1192,186,0,2023/1/1 9:00,2023/1/1 9:00
167,Donuts,http://127.0.0.1:8080/images/167.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,82,1321,262,1,2023/1/1 9:00,2023/1/1 9:00
168,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/168.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,25,1221,156,1,2023/1/1 9:00,2023/1/1 9:00
169,Organic Green Tea,http://127.0.0.1:8080/images/169.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,45,1213,155,1,2023/1/1 9:00,2023/1/1 9:00
170,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/170.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,25,1584,436,1,2023/1/1 9:00,2023/1/1 9:00
171,Chicken Sandwich,http://127.0.0.1:8080/images/171.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,36,1365,482,1,2023/1/1 9:00,2023/1/1 9:00
172,Original Toast,http://127.0.0.1:8080/images/172.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,64,389,137,1,2023/1/1 9:00,2023/1/1 9:00
173,Cheese Hot Dog,http://127.0.0.1:8080/images/173.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,42,337,205,1,2023/1/1 9:00,2023/1/1 9:00
174,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/174.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,81,2701,83,1,2023/1/1 9:00,2023/1/1 9:00
175,Donuts,http://127.0.0.1:8080/images/175.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,31,246,401,1,2023/1/1 9:00,2023/1/1 9:00
176,Lattes,http://127.0.0.1:8080/images/176.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,2,2921,299,0,2023/1/1 9:00,2023/1/1 9:00
177,Portable External Phone Charger,http://127.0.0.1:8080/images/177.png,Treat yourself to one of our tempting yet affordable Portable External Phone Charger.  It make for a quick and tasty meal treat.,64,2837,154,1,2023/1/1 9:00,2023/1/1 9:00
178,Chocolate Cookies,http://127.0.0.1:8080/images/178.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,91,1429,202,1,2023/1/1 9:00,2023/1/1 9:00
179,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/179.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,87,331,100,0,2023/1/1 9:00,2023/1/1 9:00
180,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/180.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,68,557,397,1,2023/1/1 9:00,2023/1/1 9:00
181,BBQ Pork Skewer,http://127.0.0.1:8080/images/181.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,98,824,81,1,2023/1/1 9:00,2023/1/1 9:00
182,Cheese Hot Dog,http://127.0.0.1:8080/images/182.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,29,2511,354,1,2023/1/1 9:00,2023/1/1 9:00
183,Cheese Hot Dog,http://127.0.0.1:8080/images/183.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,66,708,311,1,2023/1/1 9:00,2023/1/1 9:00
184,Americanos,http://127.0.0.1:8080/images/184.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,6,2414,302,1,2023/1/1 9:00,2023/1/1 9:00
185,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/185.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,64,2758,352,1,2023/1/1 9:00,2023/1/1 9:00
186,Classic Hot Dog,http://127.0.0.1:8080/images/186.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,42,2711,310,1,2023/1/1 9:00,2023/1/1 9:00
187,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/187.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,80,522,113,1,2023/1/1 9:00,2023/1/1 9:00
188,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/188.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,15,1525,376,1,2023/1/1 9:00,2023/1/1 9:00
189,Donuts,http://127.0.0.1:8080/images/189.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,47,2656,135,1,2023/1/1 9:00,2023/1/1 9:00
190,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/190.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,38,1208,474,1,2023/1/1 9:00,2023/1/1 9:00
191,Original Toast,http://127.0.0.1:8080/images/191.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,31,1039,266,0,2023/1/1 9:00,2023/1/1 9:00
192,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/192.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",79,1897,489,1,2023/1/1 9:00,2023/1/1 9:00
193,Classic Hot Dog,http://127.0.0.1:8080/images/193.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,91,893,282,1,2023/1/1 9:00,2023/1/1 9:00
194,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/194.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,15,2193,357,1,2023/1/1 9:00,2023/1/1 9:00
195,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/195.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,17,1223,331,1,2023/1/1 9:00,2023/1/1 9:00
196,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/196.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,39,1904,264,1,2023/1/1 9:00,2023/1/1 9:00
197,Chocolate Cookies,http://127.0.0.1:8080/images/197.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,33,650,171,1,2023/1/1 9:00,2023/1/1 9:00
198,Organic Green Tea,http://127.0.0.1:8080/images/198.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,75,667,188,1,2023/1/1 9:00,2023/1/1 9:00
199,Expresso,http://127.0.0.1:8080/images/199.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,62,2399,334,1,2023/1/1 9:00,2023/1/1 9:00
200,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/200.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,77,2252,382,1,2023/1/1 9:00,2023/1/1 9:00
201,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/201.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",6,1503,181,1,2023/1/1 9:00,2023/1/1 9:00
202,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/202.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",28,153,299,0,2023/1/1 9:00,2023/1/1 9:00
203,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/203.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,64,499,358,0,2023/1/1 9:00,2023/1/1 9:00
